,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
18,,1976-10-18,1003000021,1003889,300,1,MANHATTAN,5476,16,,A,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,1995-03-14,40.715825,-73.992114,21,33,,,D26-10.01 ADM CODE  PROVIDE APPVD FIRE PROOF SELF CLOSING DOOR WITH KEY OPERATED DEADBOLT&LATCH SET PEEPHOLE&CHAIN DOOR GUARD AT ENT TO ALL 5TH STY APTS.,3311349,2008-06-11,Reissued,Chinatown,504,2008-09-28,2008-09-14,10002,118478,,11610,ALLEN STREET,2370430,Open
19,,1986-08-15,1003000021,1003889,300,1,MANHATTAN,5476,16,,A,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,1995-03-09,40.715825,-73.992114,21,33,,,D26-10.01 ADM CODE  REFIT BOILER ROOM DOOR AT CELLAR.,3311349,2008-06-11,Reissued,Chinatown,529,2008-09-28,2008-09-14,10002,118478,Cellar,11610,ALLEN STREET,2370432,Open
20,,1986-08-15,1003000021,1003889,300,1,MANHATTAN,5476,16,,A,3,1,NOT COMPLIED WITH,2012-09-27,21,33,33,1995-03-09,40.715825,-73.992114,21,33,,,SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION  SOUTH WINDOW SEALED WITH CINDER BLOCK AT 4TH STY FRONT NORTH APT IN FRONT ROOM.,3311349,2008-06-11,Reissued,Chinatown,491,2008-09-28,2008-09-14,10002,118478,Cellar,11610,ALLEN STREET,2370438,Open
21,,1989-06-05,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,1995-03-09,40.715825,-73.992114,21,33,,,SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING  EXTERIOR & INTERIOR HANDLES OF DOOR BULKHEAD TO ROOF.,3311350,2008-06-11,Reissued,Chinatown,506,2008-07-30,2008-07-16,10002,118478,Roof,11610,ALLEN STREET,2370443,Open
22,1,1991-12-11,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,1995-03-09,40.715825,-73.992114,21,33,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING 2 STY FRONT APT 1 KITCHEN. , SECTION '' ''",370139,1992-01-07,Original,Chinatown,508,1992-03-03,1992-02-25,10002,118478,,11610,ALLEN STREET,2370444,Open
23,1,1992-02-24,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,1995-03-09,40.715825,-73.992114,21,33,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  KITCHEN CEILING EAST 2 STY APT 1. , SECTION '' ''",370140,1992-03-24,Original,Chinatown,508,1992-05-18,1992-05-11,10002,118478,,11610,ALLEN STREET,2370445,Open
24,5,2005-12-21,1003000021,1003889,300,1,MANHATTAN,5476,16,,C,3,1,NOT COMPLIED WITH,2012-09-27,21,33,33,2005-12-20,40.715825,-73.992114,21,33,,,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF HASP AND EYE LOCK AT DOOR FROM THE ROOM WITH EGRESS TO FIRE ESCAPE.  LOCATED AT APT 5, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2575496,2005-12-22,Original,Chinatown,510,2006-01-07,2006-01-02,10002,118478,4,11610,ALLEN STREET,5905111,Open
25,5,2005-12-29,1003000021,1003889,300,1,MANHATTAN,5476,16,2006-02-01,C,3,1,DEFECT LETTER ISSUED,2012-09-27,20,33,33,2005-12-20,40.715825,-73.992114,21,33,,,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          SOUTH WALL,         EAST WALL,         WEST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 5, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2580466,2005-12-30,Original,Chinatown,616,2006-01-30,2006-01-25,10002,118478,4,11610,ALLEN STREET,5919640,Open
26,5,2005-12-29,1003000021,1003889,300,1,MANHATTAN,5476,16,2006-02-01,C,3,1,DEFECT LETTER ISSUED,2012-09-27,20,33,33,2005-12-20,40.715825,-73.992114,21,33,,,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING IN THE 4th ROOM  FROM EAST LOCATED AT APT 5, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2580466,2005-12-30,Original,Chinatown,616,2006-01-30,2006-01-25,10002,118478,4,11610,ALLEN STREET,5919641,Open
27,,2018-04-12,1003000021,1003889,300,1,MANHATTAN,5476,16,2018-07-31,A,3,1,NOV CERTIFIED ON TIME,2018-07-31,3,33,33,2018-04-11,40.715825,-73.992114,21,33,,,"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",6063721,2018-04-13,Original,Chinatown,1501,2018-07-31,2018-07-17,10002,118478,1,11610,ALLEN STREET,12332586,Open
28,,2018-04-12,1003000021,1003889,300,1,MANHATTAN,5476,16,2018-07-31,A,3,1,NOV CERTIFIED ON TIME,2018-07-31,3,33,33,2018-04-11,40.715825,-73.992114,21,33,,,"SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",6063721,2018-04-13,Original,Chinatown,778,2018-07-31,2018-07-17,10002,118478,1,11610,ALLEN STREET,12332590,Open
29,1,2011-01-12,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-01-11,40.715825,-73.992114,21,33,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",4091034,2011-01-13,Original,Chinatown,1502,2011-03-03,2011-02-17,10002,118478,2,11610,ALLEN STREET,8765432,Open
30,1,2011-01-12,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-01-11,40.715825,-73.992114,21,33,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",4091034,2011-01-13,Original,Chinatown,702,2011-03-03,2011-02-17,10002,118478,2,11610,ALLEN STREET,8765433,Open
31,,2011-01-12,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-01-11,40.715825,-73.992114,21,33,,,"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF A BICYCLE, SHOPPING CARTS AND OTHER HOUSE HOLD ITEMS  AT PUBLIC HALL, 2nd STORY",4091034,2011-01-13,Original,Chinatown,538,2011-03-03,2011-02-17,10002,118478,2,11610,ALLEN STREET,8765434,Open
32,1,2011-11-04,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-11-02,40.715825,-73.992114,21,33,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",4291239,2011-11-07,Original,Chinatown,1502,2011-12-26,2011-12-12,10002,118478,2,11610,ALLEN STREET,9189395,Open
33,1,2011-11-04,1003000021,1003889,300,1,MANHATTAN,5476,16,,B,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-11-02,40.715825,-73.992114,21,33,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",4291239,2011-11-07,Original,Chinatown,702,2011-12-26,2011-12-12,10002,118478,2,11610,ALLEN STREET,9189397,Open
34,,2011-11-04,1003000021,1003889,300,1,MANHATTAN,5476,16,,C,3,1,NOT COMPLIED WITH,2012-09-07,21,33,33,2011-11-02,40.715825,-73.992114,21,33,,,SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM BOILER ROOM IS LOCKED.,4291240,2011-11-07,Original,Chinatown,672,2011-11-18,2011-11-13,10002,118478,,11610,ALLEN STREET,9189398,Open
35,,2013-04-26,1003000021,1003889,300,1,MANHATTAN,5476,16,,C,3,1,NOV SENT OUT,2013-04-29,2,33,33,2013-04-25,40.715825,-73.992114,21,33,,,"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF RODENTS RATS  AT PUBLIC HALL, 1st STORY",4609730,2013-04-29,Original,Chinatown,567,2013-05-12,2013-05-07,10002,118478,1,11610,ALLEN STREET,9817923,Open
36,,2013-04-26,1003000021,1003889,300,1,MANHATTAN,5476,16,,C,3,1,VIOLATION CLOSED,2013-05-31,19,33,33,2013-04-25,40.715825,-73.992114,21,33,,,SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. PROPERLY SECURE 1ST. & 3RD. TREADS FROM BOTTOM OF 3RD STY. EAST BALCONY  AT FIRE ESCAPE,4609730,2013-04-29,Original,Chinatown,514,2013-05-12,2013-05-07,10002,118478,Fire Escape,11610,ALLEN STREET,9817924,Close
37,,2018-04-12,1003000021,1003889,300,1,MANHATTAN,5476,16,2018-07-31,A,3,1,NOV CERTIFIED ON TIME,2018-07-31,3,33,33,2018-04-11,40.715825,-73.992114,21,33,,,"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",6063721,2018-04-13,Original,Chinatown,1506,2018-07-31,2018-07-17,10002,118478,1,11610,ALLEN STREET,12332588,Open
38,,2017-11-06,1003000021,1003889,300,1,MANHATTAN,5476,16,,I,3,1,VIOLATION DISMISSED,2018-02-02,9,33,33,2017-11-06,40.715825,-73.992114,21,33,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Chinatown,780,,,10002,118478,,11610,ALLEN STREET,12052342,Close
39,,2018-04-12,1003000021,1003889,300,1,MANHATTAN,5476,16,2018-04-26,C,3,1,VIOLATION DISMISSED,2018-07-09,9,33,33,2018-04-11,40.715825,-73.992114,21,33,,,"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM - MISSING  AT PUBLIC HALL, 1st STORY",6063722,2018-04-13,Original,Chinatown,671,2018-04-26,2018-04-21,10002,118478,1,11610,ALLEN STREET,12332585,Close
0,,2015-10-01,1003000022,1003890,300,1,MANHATTAN,5475,16,,I,3,1,VIOLATION DISMISSED,2015-10-28,9,31,31,2015-10-01,40.715754,-73.992151,22,31,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Chinatown,780,,,10002,120583,,11610,ALLEN STREET,10886944,Close
1,,2016-10-24,1003000022,1003890,300,1,MANHATTAN,5475,16,,I,3,1,VIOLATION DISMISSED,2017-02-01,9,31,31,2016-10-24,40.715754,-73.992151,22,31,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Chinatown,780,,,10002,120583,,11610,ALLEN STREET,11449298,Close
2,,2014-04-18,1003000022,1003890,300,1,MANHATTAN,5475,16,2014-06-20,B,3,1,NOV CERTIFIED LATE,2014-06-20,4,31,31,2014-04-13,40.715754,-73.992151,22,31,,,SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED (LIGHT FIXTURES PRESENT),4822504,2014-04-21,Original,Chinatown,686,2014-06-09,2014-05-26,10002,120583,Yards / Courts,11610,ALLEN STREET,10206284,Open
3,,1990-05-01,1003000022,1003890,300,1,MANHATTAN,5475,16,,C,3,1,NOT COMPLIED WITH,1995-03-06,21,31,31,1995-03-06,40.715754,-73.992151,22,31,,,"SECTION  27-2033 ADM CODE  POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM  1 STY PUBLIC HALL & ON BOILER ROOM DOOR.",370127,1990-05-22,Original,Chinatown,671,1990-06-13,1990-06-11,10002,120583,,11610,ALLEN STREET,2370422,Open
4,5,1990-06-21,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOT COMPLIED WITH,1995-03-09,21,31,31,1995-03-09,40.715754,-73.992151,22,31,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING & WALLS 4 STY NORTH APT 5 THRU OUT. , SECTION '' ''",370128,1990-07-17,Original,Chinatown,508,1990-09-10,1990-09-03,10002,120583,,11610,ALLEN STREET,2370423,Open
5,4,1990-06-21,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOT COMPLIED WITH,1995-03-06,21,31,31,1995-03-09,40.715754,-73.992151,22,31,,,SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING & WALLS 4 STY SOUTH APT 4 THRU OUT.  LOCATED AT APT 4,370128,1990-07-17,Original,Chinatown,508,1990-09-10,1990-09-03,10002,120583,,11610,ALLEN STREET,2370424,Open
6,2,1990-09-28,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOT COMPLIED WITH,1995-03-09,21,31,31,1995-03-09,40.715754,-73.992151,22,31,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS  HOT WATER SINK 2 STY REAR SOUTH APT 2 KITCHEN. , SECTION '' ''",370129,1990-10-16,Original,Chinatown,579,1990-12-10,1990-12-03,10002,120583,,11610,ALLEN STREET,2370425,Open
7,2,1992-02-14,1003000022,1003890,300,1,MANHATTAN,5475,16,1992-12-09,B,3,1,NOT COMPLIED WITH,1995-03-09,21,31,31,1995-03-09,40.715754,-73.992151,22,31,,,"SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF VERMIN  MICE AND ROACHES KITCHEN AND BATHROOM 2 STY REAR SOUTH APT 2. , SECTION '' ''",370130,1992-03-03,Original,Chinatown,566,1992-04-27,1992-04-20,10002,120583,,11610,ALLEN STREET,2370426,Open
8,,2007-03-21,1003000022,1003890,300,1,MANHATTAN,5475,16,,C,3,1,NOV SENT OUT,2007-03-22,2,31,31,2007-03-19,40.715754,-73.992151,22,31,,,SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED  AT BOILER ROOM,2930243,2007-03-22,Original,Chinatown,672,2007-04-07,2007-04-02,10002,120583,Cellar,11610,ALLEN STREET,6658092,Open
9,,2007-03-21,1003000022,1003890,300,1,MANHATTAN,5475,16,,C,3,1,NOV SENT OUT,2007-03-22,2,31,31,2007-03-19,40.715754,-73.992151,22,31,,,SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF NO ELECTRICAL SERVICE ALL FIXTURES ALL STYS  AT PUBLIC HALL,2930242,2007-03-22,Original,Chinatown,510,2007-04-07,2007-04-02,10002,120583,All Stories,11610,ALLEN STREET,6658107,Open
10,7,2008-01-09,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOV SENT OUT,2008-01-10,2,31,31,2008-01-08,40.715754,-73.992151,22,31,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 5th STORY",3186481,2008-01-10,Original,Chinatown,1502,2008-02-28,2008-02-14,10002,120583,5,11610,ALLEN STREET,7093355,Open
11,7,2008-01-27,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOV SENT OUT,2008-01-28,2,31,31,2008-01-26,40.715754,-73.992151,22,31,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",3197049,2008-01-28,Original,Chinatown,702,2008-03-17,2008-03-03,10002,120583,5,11610,ALLEN STREET,7119777,Open
12,7,2008-01-27,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOV SENT OUT,2008-01-28,2,31,31,2008-01-26,40.715754,-73.992151,22,31,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",3197049,2008-01-28,Original,Chinatown,1502,2008-03-17,2008-03-03,10002,120583,5,11610,ALLEN STREET,7119778,Open
13,6,2011-08-08,1003000022,1003890,300,1,MANHATTAN,5475,16,,C,3,1,NOV SENT OUT,2011-08-09,2,31,31,2011-08-03,40.715754,-73.992151,22,31,,,"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",4227542,2011-08-09,Original,Chinatown,670,2011-08-20,2011-08-15,10002,120583,4,11610,ALLEN STREET,9048147,Open
14,6,2011-08-05,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOV SENT OUT,2011-08-08,2,31,31,2011-08-03,40.715754,-73.992151,22,31,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",4225917,2011-08-08,Original,Chinatown,1503,2011-09-26,2011-09-12,10002,120583,4,11610,ALLEN STREET,9048150,Open
15,,2011-12-27,1003000022,1003890,300,1,MANHATTAN,5475,16,,B,3,1,NOV SENT OUT,2011-12-28,2,31,31,2011-12-26,40.715754,-73.992151,22,31,,,SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED,4325129,2011-12-28,Original,Chinatown,686,2012-02-15,2012-02-01,10002,120583,Yards / Courts,11610,ALLEN STREET,9262208,Open
16,,2017-11-06,1003000022,1003890,300,1,MANHATTAN,5475,16,,I,3,1,VIOLATION DISMISSED,2018-03-22,9,31,31,2017-11-06,40.715754,-73.992151,22,31,,,"SECTION27-2107 ADM CODE   OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ï¿½ï¿½27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",0,,,Chinatown,780,,,10002,120583,,11610,ALLEN STREET,12052341,Close
0,,2016-04-12,1003947506,1004910,394,1,MANHATTAN,11884,28,,A,3,2,NOV SENT OUT,2016-04-13,2,654,189,2016-04-11,40.726835,-73.976834,36,654,,,"SECTION 27-2104 ADM CODE  POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",5407517,2016-04-13,Original,Lower East Side,778,2016-07-31,2016-07-17,10009,143595,1,12310,AVENUE C,11193436,Open
1,,2016-04-12,1003947506,1004910,394,1,MANHATTAN,11884,28,,A,3,2,NOV SENT OUT,2016-04-13,2,654,189,2016-04-11,40.726835,-73.976834,36,654,,,"SECTION 329, M/D LAW AND DEPT. RULES AND REGS.  PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING  AT PUBLIC HALL, 1st STORY",5407517,2016-04-13,Original,Lower East Side,484,2016-07-31,2016-07-17,10009,143595,1,12310,AVENUE C,11193437,Open
2,,2016-04-12,1003947506,1004910,394,1,MANHATTAN,11884,28,,A,3,2,NOV SENT OUT,2016-04-13,2,654,189,2016-04-11,40.726835,-73.976834,36,654,,,"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",5407517,2016-04-13,Original,Lower East Side,1501,2016-07-31,2016-07-17,10009,143595,1,12310,AVENUE C,11193438,Open
3,,2016-04-12,1003947506,1004910,394,1,MANHATTAN,11884,28,,A,3,2,NOV SENT OUT,2016-04-13,2,654,189,2016-04-11,40.726835,-73.976834,36,654,,,"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING  AT PUBLIC HALL, 1st STORY",5407517,2016-04-13,Original,Lower East Side,700,2016-07-31,2016-07-17,10009,143595,1,12310,AVENUE C,11193439,Open
4,,2016-04-12,1003947506,1004910,394,1,MANHATTAN,11884,28,,A,3,2,NOV SENT OUT,2016-04-13,2,654,189,2016-04-11,40.726835,-73.976834,36,654,,,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCY?S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",5407517,2016-04-13,Original,Lower East Side,500,2016-07-31,2016-07-17,10009,143595,1,12310,AVENUE C,11193441,Open
5,,2017-07-11,1003947506,1004910,394,1,MANHATTAN,11884,28,2017-10-30,A,3,2,NOV CERTIFIED LATE,2017-10-30,4,654,189,2017-07-10,40.726835,-73.976834,36,654,,,"SECTION 27-2045 ADM CODE  POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX - MISSING  AT PUBLIC HALL, 1st STORY",5798148,2017-07-12,Original,Lower East Side,700,2017-10-29,2017-10-15,10009,143595,1,12310,AVENUE C,11871259,Open
6,,2017-07-11,1003947506,1004910,394,1,MANHATTAN,11884,28,2017-10-30,A,3,2,NOV CERTIFIED LATE,2017-10-30,4,654,189,2017-07-10,40.726835,-73.976834,36,654,,,"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.  AT PUBLIC HALL, 1st STORY",5798148,2017-07-12,Original,Lower East Side,1501,2017-10-29,2017-10-15,10009,143595,1,12310,AVENUE C,11871261,Open
7,,2017-07-11,1003947506,1004910,394,1,MANHATTAN,11884,28,2017-10-30,A,3,2,NOV CERTIFIED LATE,2017-10-30,4,654,189,2017-07-10,40.726835,-73.976834,36,654,,,"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",5798148,2017-07-12,Original,Lower East Side,1506,2017-10-29,2017-10-15,10009,143595,1,12310,AVENUE C,11871263,Open
