index,date_utc,full_text,geoenabled,location,long_lat,user
106,Fri Jul 26 15:19:22 +0000 2019,"These ladies crushed it yesterday. I hope to see them across the pond in November. So good. Do yourself a favour and check out @bonesbandbones 

#killingthecrisis #14633daysofhappiness #ladythrashers #greatband… https://t.co/YYDMXXHW7X",TRUE,"Ontario, Canada","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",SANTADSTAR
107,Fri Jul 26 14:06:57 +0000 2019,The kit is ready for blastoff. @theglorioussons #canalsidebuffalo #music #supportlivemusic @ Canalside Live Concert Series https://t.co/8OyzGj0u9G,TRUE,"Thorold, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",UntilTheNextTee
108,Fri Jul 26 13:56:35 +0000 2019,Until last night I never heard of @bonesbandbones I have now. Love them. #music #supportlivemusic #bonesuk @ Canalside Live Concert Series https://t.co/ECUJEdyWDf,TRUE,"Thorold, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",UntilTheNextTee
109,Fri Jul 26 13:53:34 +0000 2019,All set for a rock show. F. @bonesbandbones @theglorioussons and @thestruts Comfortable drinking in my @2undr long sleeve t. @ Canalside Live Concert Series https://t.co/0ZxcaaKMj8,TRUE,"Thorold, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",UntilTheNextTee
110,Fri Jul 26 13:52:38 +0000 2019,I love nearly every song by @theglorioussons. I wanted to hear this the most. Actually tweeted them yesterday. They led off with it. #Ruby #theglorioussons #livemusic #supportlivemusic #music @ Canalside Live Concert… https://t.co/0iHTMC1Ysn,TRUE,"Thorold, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",UntilTheNextTee
111,Fri Jul 26 13:37:43 +0000 2019,@thestruts in action in Buffalo last night. @ Canalside Live Concert Series https://t.co/54v0TWlSDX,TRUE,"Thorold, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",UntilTheNextTee
112,Fri Jul 26 13:22:50 +0000 2019,"Great night with emezz23 @theglorioussons and @thestruts at the buffalowaterfront last night 🎼🎹🎤🥁🎸
.
#canalsidebuffalo #canalsideconcerts @ Canalside Live Concert Series https://t.co/09Uo25mYVi",TRUE,"Lincoln, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",KBolly21
113,Fri Jul 26 04:38:26 +0000 2019,With my favourite watching The Glorious Sons at Canalside! ☀️ @ Canalside Live Concert Series https://t.co/cwgKzWGUUj,TRUE,"Welland, Ontario","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",Jessicatrapani
114,Fri Jul 26 03:20:16 +0000 2019,"#thestruts Canalside Buffalo. Always an excellent, energetic show!!! 🕺🏻🎸🎼🎹 @ Canalside Live Concert Series https://t.co/EeVTQSobPU",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",RealBeerZilla
115,Fri Jul 26 01:36:07 +0000 2019,The Rich life ✌🏻 @ Canalside Live Concert Series https://t.co/1Z7r1AIGWM,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",LonnaLu
116,Fri Jul 26 00:59:11 +0000 2019,Tracey spilled her beer. @ Canalside Live Concert Series https://t.co/XNbMqetmAA,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",taramisu57
117,Fri Jul 26 00:54:19 +0000 2019,The Struts that's all that needs to be said @ Canalside Live Concert Series https://t.co/UxkWRhaQg6,TRUE,Niagara Falls ,"{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",srsherwood93
118,Fri Jul 26 00:15:05 +0000 2019,Drinking a Hayburner by @bigditchbrewing at @canalsidebflo — https://t.co/2UOgSkzDnX,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.8788, 42.8771]}",taramisu57
119,Fri Jul 26 00:14:16 +0000 2019,Me and my girl! @ Canalside Live Concert Series https://t.co/HyD2rWgTdG,TRUE,,"{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",karen_kania
120,Fri Jul 26 00:01:26 +0000 2019,Not a bad view waiting for @thestruts to make their grand entrance @ Canalside Live Concert Series https://t.co/Xrp9iKnvn7,TRUE,Niagara Falls ,"{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",srsherwood93
121,Thu Jul 25 23:50:57 +0000 2019,You sound so damn good @TheGloriousSons. I think we need to do that again ASAP! @AmberMHealy @robmzynski @tigermac23 https://t.co/VxBEsAL8bJ,TRUE,"Buffalo, New York ",,GretchenNichols
122,Thu Jul 25 23:13:52 +0000 2019,Buffalo is beautiful. https://t.co/CBzm1E6fNt,TRUE,WNY,,C_Hellwig12
123,Thu Jul 25 23:10:42 +0000 2019,First Concert on 2019 @theglorioussons and @thestruts @ Canalside Live Concert Series https://t.co/6oHvfp5oHV,TRUE,Niagara Falls ,"{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",srsherwood93
124,Thu Jul 25 22:48:33 +0000 2019,"I'm at Canalside in Buffalo, NY https://t.co/RbrAfyOVKR",TRUE,Niagara Falls NY,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",tmajic
125,Thu Jul 25 22:18:40 +0000 2019,Just posted a photo @ Canalside Live Concert Series https://t.co/eEVdDwPaox,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",The_Pillagers
126,Thu Jul 25 21:51:03 +0000 2019,Noah’s having trouble figuring out this chair thing. #halfpinthooligans @ Canalside Live Concert Series https://t.co/xDfI8CvYY5,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",SchlagsWrites
127,Thu Jul 25 21:48:03 +0000 2019,"I'm at @CanalsideBflo for The Struts in Buffalo, NY https://t.co/XS8AzKiapl",TRUE,"Niagara Falls, NY","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",__smreynolds
128,Thu Jul 25 21:35:53 +0000 2019,"STRUTS!!! (at @CanalsideBflo for The Struts in Buffalo, NY) https://t.co/1Q2YFDUj52",TRUE,Probably on a golf course. ,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",tfernaays
129,Thu Jul 25 20:45:51 +0000 2019,Just posted a photo @ Canalside Live Concert Series https://t.co/HbhaISFyg0,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",The_Pillagers
130,Thu Jul 25 20:32:11 +0000 2019,Just posted a photo @ Canalside Live Concert Series https://t.co/jUZJcs7HbM,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",The_Pillagers
131,Tue Jul 23 00:35:02 +0000 2019,💙 #barrebuddies @barrecentric @ Buffalo Waterfront https://t.co/UgJTVfWst9,TRUE,"Buffalo,NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",amkennedy810
132,Sun Jul 21 20:21:30 +0000 2019,Welcome!!!  #Buffalo #buffalony #buffalove #EricDaceyPhotography #viewbuffalo #capturebuffaloy #716 #wny #viewsofthenickel #streetphotographer #instadaily #buffalorising #city #explore #instamood #weekly_feature… https://t.co/3C7vb4CwUZ,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",Ericdacey
133,Sat Jul 20 15:31:49 +0000 2019,It’s HOT! And some people keep working through it. Adam English is drawing portraits on the @BufWaterfront! Hear how he stays cool on @SPECNewsBuffalo! https://t.co/h5Wo69bJVc,TRUE,Buffalo,,CaseyJBortnick
134,Fri Jul 19 21:45:25 +0000 2019,"“someone take a picture of me, this is where @whydontwemusic performed last month” https://t.co/PGgxxDR8CS",TRUE,"buffalo, ny",,ezomeri
135,Fri Jul 19 20:24:22 +0000 2019,"A huge thank you to those who voted in our “Bryce’s Ice Cream Top Flavor” polls! In the end, Black Raspberry (our newest flavor) won it all. We have this flavor available at all of our locations. Come out and try one for yourself today! https://t.co/PusOfFztZy",TRUE,"Buffalo, NY",,BrycesIceCream
136,Fri Jul 19 12:36:00 +0000 2019,Psychedelic Furs &amp; a killer sunset 🌅 🖤🎶 colee523 @ Canalside Live Concert Series https://t.co/mWanwk5o5a,TRUE,"📍Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",theroguewolf
137,Fri Jul 19 01:37:35 +0000 2019,Psychedelic Furs. Pretty in Pink. #canalsidelive @ Canalside Live Concert Series https://t.co/ciRJE3XBHA,TRUE,"Amherst, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",djlicata
138,Fri Jul 19 01:18:56 +0000 2019,"In honor of tonight’s show at Canalside, I bring you a picture of me and my best buddy Richard from 17 years ago. This was the highlight of my political career. Meeting him ang getting to introduce the Furs! @… https://t.co/OhlRQICA0i",TRUE,"Amherst, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",brettmsommer
139,Fri Jul 19 00:29:00 +0000 2019,The in between set music: my bloody valentine when you sleep &amp; the stone roses - I want to be adored,TRUE,"Western NY, Ontario & SRQ","{'type': 'Point', 'coordinates': [-78.87874, 42.87656]}",mjvinny
140,Thu Jul 18 23:48:45 +0000 2019,Don’t go @wearejames. We need more! @robmzynski @AmberMHealy #Canalside #BuffaloWaterfront https://t.co/AXbvpsg4TC,TRUE,"Buffalo, New York ",,GretchenNichols
141,Thu Jul 18 22:56:44 +0000 2019,A hot summer night in Buffalo with James and The Psychedelic Furs! #summer #buffalo #canalside https://t.co/I1f14ACZGb,TRUE,"Niagara, Canada",,Mirr24
142,Thu Jul 18 22:54:06 +0000 2019,Have you ever had a Loganberry Milkshake before ? Well now you can! Bryce’s Ice Cream is now serving Loganberry Milkshakes at all of our locations. Come out and try one today! https://t.co/q76xuLVcto,TRUE,"Buffalo, NY",,BrycesIceCream
143,Thu Jul 18 22:39:13 +0000 2019,When you hang with your Shoegaze rockstar friend at the James https://t.co/qyPNM3IsVg,TRUE,"Western NY, Ontario & SRQ","{'type': 'Point', 'coordinates': [-78.87873, 42.87647]}",mjvinny
144,Thu Jul 18 22:24:27 +0000 2019,Dear Boy opening up for James &amp; the P-Furs are pretty good. (I guess they have been a backup for Peter Murphy according to band camp) Here is also a dude nesting for the show https://t.co/lbmUn8SBSW,TRUE,"Western NY, Ontario & SRQ","{'type': 'Point', 'coordinates': [-78.87888, 42.87642]}",mjvinny
145,Thu Jul 18 22:12:35 +0000 2019,"Dear Boy, then James, then the Furs #concertlife (at @CanalsideBflo for Psychedelic Furs in Buffalo, NY) https://t.co/AkCg6j6Ex6",TRUE,"Western NY, Ontario & SRQ","{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",mjvinny
146,Thu Jul 18 18:16:30 +0000 2019,"Spent almost half hour with Ackeem saying ""once you start you dont stop"" walked, trotted, &amp; sprinted... #teamaaptiv (@ Annabells Super Secret Morning Gym in Buffalo, NY) https://t.co/UgRMSdUyO8 https://t.co/k9rL7O5ku9",TRUE,middle of nowhere ny,"{'type': 'Point', 'coordinates': [-78.87789463, 42.87909024]}",trtl_pwr_runner
147,Thu Jul 18 17:23:03 +0000 2019,America’s Next Top Model!!! martymcflypapillon @outerharborbflo #petbflo #DogsOfBuffalo #DogsOfIG #dogs #dogsofinstaworld #bestfriend #dogsofinsta #dogselfie #dogslife #papillon #lazy #toocute #irishboy #dogsrule… https://t.co/6CJ68Sjjw1,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",Ericdacey
148,Thu Jul 18 15:01:56 +0000 2019,ok party people inda house.. ill be back on the patio at libertyhoundbuffalo tonite 10pm or whenever the psychadelic furs show finishes. patio vibes in full effect⛵️ @ Liberty Hound https://t.co/MRdtRKHp0b,TRUE,BUFFALO NYC,"{'type': 'Point', 'coordinates': [-78.87971755, 42.87734024]}",djlopro
149,Thu Jul 18 13:51:13 +0000 2019,The @buffalolibrary Bookmobile staff is set up in the lobby of Explore and More Children's Museum. Please stop by to check out the latest book or get a library card! https://t.co/aoULgeV5re,TRUE,Buffalo,,sampurpora
150,Thu Jul 18 12:29:49 +0000 2019,My city is pretty F’n cool!!! sharkgirlbflo exploremore716 harborcenter @ Buffalo Waterfront https://t.co/JyDEi9MPW2,TRUE,"Buffalo, New York","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",Ericdacey
151,Wed Jul 17 21:07:35 +0000 2019,"Really beautiful time hanging with Jesse.  Thank you Kimber and Shawn for bringing us out.  Loving these new memories.  Fortunate.cj 
#daughtersrule 
#friendsruletoo 
#fortunate 
#series
#diaryofalunatic @ Buffalo… https://t.co/0iSLRQo5K4",TRUE,"New York, NY","{'type': 'Point', 'coordinates': [-78.87976946, 42.87733242]}",11clintjames11
152,Wed Jul 17 02:05:20 +0000 2019,Happy #716Day ❤️💙💛 https://t.co/djcQQHaWjw,TRUE,"Milwaukee, WI",,radioshanquinn
153,Tue Jul 16 22:27:57 +0000 2019,@news4buffalo https://t.co/7tgYs51hvA,TRUE,716 / 585,,alyssagara03
154,Tue Jul 16 20:21:30 +0000 2019,"#teamaaptiv (@ Annabells Super Secret Morning Gym in Buffalo, NY) https://t.co/aV81a9xh5X https://t.co/jLm9HF3H9k",TRUE,middle of nowhere ny,"{'type': 'Point', 'coordinates': [-78.87789463, 42.87909024]}",trtl_pwr_runner
155,Tue Jul 16 16:14:54 +0000 2019,Happy 716 Day 🤘🏽 https://t.co/RWsRBA0W4a,TRUE,716 & 864,,BuffCribbs94
156,Tue Jul 16 14:22:47 +0000 2019,Happy #716day #waterfront #eriebasinmarina #buffalo #buffalove #dronestagram #drone #dronepic #dronephoto #wny #dronephotography #aerialphotography #aerialphoto @ Buffalo Waterfront https://t.co/qeUPlSv0mZ,TRUE,Buffalo / Western New York,"{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",peterjcimino
157,Tue Jul 16 14:07:14 +0000 2019,Closed due to road construction in #Buffalo on The Skwy WB between I-190 and Ohio St #traffic https://t.co/fKnuCfzA2F,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87869, 42.87848]}",TotalTrafficBUF
158,Mon Jul 15 16:18:19 +0000 2019,"Perfect Monday  Sunshine and Nature!
#queencitybikeferry #buffaloouterharbor @ Buffalo Waterfront https://t.co/0BzcGe3tiI",TRUE,648 Auburn. Buffalo NY 14222,"{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",Scoopshop648
159,Sun Jul 14 19:34:07 +0000 2019,#jammin with #ripetheband and #twiddle at #canalsidebuffalo #jamband #dancing and #muchlove @ Canalside Live Concert Series https://t.co/Pdqr53PPLJ,TRUE,NY,"{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",ManicGuitar
160,Sun Jul 14 13:33:36 +0000 2019,Being able to walk through this life with you is an absolute DREAM (even when getting stuck in the rain while visiting the tall ships). 💚 @ Buffalo Waterfront https://t.co/WkaPmLji52,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",BrittanyLea143
161,Sat Jul 13 18:19:40 +0000 2019,"This wall is so cool! You color a picture of a car, scan it and it adds it to the highway https://t.co/VVk51gZuOj",TRUE,"Hamburg, NY",,Samohtep
162,Fri Jul 12 21:58:14 +0000 2019,"First stop on the #Roadtrip is @BuffaloNiagara to see the #sharkgirl statue at #CanalSide. 
For more on a 48hour itinerary to Buffalo, visit:
https://t.co/6GQxPKCB74

#RogueTrippers and #NovaScotiaTraveller @ Shark Girl https://t.co/7PC2xXLwXL",TRUE,,"{'type': 'Point', 'coordinates': [-78.8780767, 42.87859761]}",rogue_trippers
163,Fri Jul 12 21:03:58 +0000 2019,"after GET THE LED OUT we get the patio open (dont front)
tonite:friday:10-12 @ Liberty Hound https://t.co/gQ4j86lZZl",TRUE,BUFFALO NYC,"{'type': 'Point', 'coordinates': [-78.87971755, 42.87734024]}",djlopro
164,Thu Jul 11 22:36:45 +0000 2019,@EBCwny continuing their #Support for what we provide for our #Veterans in #WNY. Thank you to EVERYONE who has and continues to purchase this amazing beer. Portion of #proceeds go to support our #programs.  #sponsors #charities https://t.co/ePJRXKNsPE,TRUE,"Williamsville, NY",,WNYHeroes
165,Thu Jul 11 15:21:20 +0000 2019,A nice view of a few #tallships #tallship in #buffalo #basilportofcall #canalsidebuffalo #drone #dronestagram #waterfront #sunset #drones #dronepic #dronephoto #dronephotography #aerialphoto #aerialphotography… https://t.co/ToBeA2cBqX,TRUE,Buffalo / Western New York,"{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",peterjcimino
166,Wed Jul 10 23:58:07 +0000 2019,The @BfloNavalPark is the largest inland naval park in the #USA with spectacular views of the #Buffalo renaissance. https://t.co/yZb6adEvDM,TRUE,"Albany, NY",,AlecDLewis
167,Wed Jul 10 21:11:55 +0000 2019,"Off site party, they have the best boss I bought them Ice Cream @ Buffalo and Erie County Naval and Military Park https://t.co/qRvANYCeVV",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87976946, 42.87733242]}",conorhawkins17
168,Wed Jul 10 20:51:28 +0000 2019,"Summer Camp☀️
Field Trip☀️
Canalside☀️ @ Buffalo Waterfront https://t.co/NoqYITwz9o",TRUE,Depew NY,"{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",DanceSpectrumNY
169,Wed Jul 10 16:42:59 +0000 2019,"This Friday At Canal Side with Get the Led Out...6pm
Downtown Buffalo, NY...
.
.
#originalmusic #music #livemusic #guitar #drummer #bassist #keyboards #girlsingers #gospelsingers #freightrain #gettheledout #downtown… https://t.co/Dl1DGiY4mm",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.878525, 42.875731]}",freightrain63
170,Wed Jul 10 15:40:56 +0000 2019,"😂😂 wildin’ out!! 

Posted withrepost • @dopeblackness #IssaThreat 😫😂 Fam, has the ""long stare"" worked for you? HIT the comments! 👇🏾 @ Buffalo Waterfront https://t.co/d6XsbdJEp3",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",honeyhuedgirl
171,Wed Jul 10 15:39:28 +0000 2019,"Hell YEAH!! 

Posted withrepost • robinhoodofmemestheremix I can’t believe we have to do this. I hate humans even more. @ Buffalo Waterfront https://t.co/yZi8CWtXuQ",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",honeyhuedgirl
172,Wed Jul 10 15:38:25 +0000 2019,A wonderful Y O G A time with mssjones and the YMCA babies! @ Buffalo Waterfront https://t.co/L20c0Wayv7,TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",honeyhuedgirl
173,Wed Jul 10 00:22:43 +0000 2019,Perfect night for the @Spirit of Buffalo and @12 Gates Brewing Craft Beer Cruise @ Buffalo Waterfront https://t.co/qMBM753ovc,TRUE,,"{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",SeanCrotty134
174,Tue Jul 09 20:12:26 +0000 2019,The troop visited the Buffalo and Erie County Naval and Military Museum today. https://t.co/fXUYulve6c,TRUE,"Walkersville, MD",,Troop1636ncac
175,Tue Jul 09 17:07:59 +0000 2019,"I'm at Explore and More Children’s Museum in Buffalo, NY https://t.co/CwzbNPywAw https://t.co/IWZvIQw0q6",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.877703, 42.878187]}",_MelissaBurgess
176,Tue Jul 09 16:27:05 +0000 2019,Even I’m having a blast at #ExploreAndMore - I had to make a couple of changes for realism. Built @Harborctr &amp; marked the Skyway as closed. https://t.co/yJ7Bz5b7Sf,TRUE,,,Burgmania
177,Tue Jul 09 15:52:59 +0000 2019,"Buffalo, you’re a beautiful place. https://t.co/2rUfDq2Qf6",TRUE,,,Burgmania
178,Tue Jul 09 14:11:39 +0000 2019,"This one was so much fun might do it again Thursday. One minute run now up to 4.5.  30 sec sprint between 5.0 &amp; 5.5.  #teamaaptiv (@ Annabells Super Secret Morning Gym in Buffalo, NY) https://t.co/QnPtUREgtr https://t.co/ITm0ODNolx",TRUE,middle of nowhere ny,"{'type': 'Point', 'coordinates': [-78.87789463, 42.87909024]}",trtl_pwr_runner
179,Mon Jul 08 21:16:23 +0000 2019,"Yoga and the dinner with my some of the best gals (@ Canalside in Buffalo, NY) https://t.co/6djuTYvYpT",TRUE,Niagara Falls NY,"{'type': 'Point', 'coordinates': [-78.87882603, 42.87705763]}",tmajic
180,Mon Jul 08 16:43:01 +0000 2019,"#McGadventures 
#AdventureswithAdeline 
#tallships 
#buffalo @ Buffalo Waterfront https://t.co/uT6LKzAtwT",TRUE,"OFW - Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",AdamMcG_716
181,Mon Jul 08 13:46:59 +0000 2019,"Caught some pics of the tall ships at Canalside this morning before I headed into work. They were preparing to leave.

#tallships #tallship #sailing @ Buffalo and Erie County Naval and Military Park https://t.co/I3deh2lC33",TRUE,"Lancaster, NY","{'type': 'Point', 'coordinates': [-78.87976946, 42.87733242]}",speljamr
182,Mon Jul 08 10:49:53 +0000 2019,"“We’re all one bad day away from a hospital bed.”
~
Might sound pretty depressing and morbid - but it’s the god damn truth.  If you aren’t loving your life and becoming obsessed with the process of figuring out what… https://t.co/Am7jjl4UzA",TRUE,"Buffalo, NY","{'type': 'Point', 'coordinates': [-78.87860439, 42.87714304]}",BrittanyLea143
